Gene,Alteration,Origin,Entities,Comments,Reference,RefGene Group
ELK4,Translocation; ; ; ; ; ,Somatic; ,[prostate]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ELL,Translocation; ; ; ; ; ,Somatic; ,[AL]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ELN,Translocation; ; ; ; ; ,Somatic; ,[B-ALL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EML4,Translocation; ; ; ; ; ,Somatic; ,[NSCLC]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EP300,Translocation; Nonsense; Frameshift; Missense; Other; ,Somatic; ,"[colorectal, breast, pancreatic, AML, ALL, DLBCL]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EPAS1,Missense; ; ; ; ; ,Somatic; ,"[paraganglioma, pheochromocytoma, central nervous system hemangioblastomas]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EPHA3,Missense; ; ; ; ; ,Somatic; ,"[lung cancer, CRC, melanoma]; []",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EPHA7,Missense; ; ; ; ; ,Somatic; ,"[CRC, melanoma]; []",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EPS15,Translocation; ; ; ; ; ,Somatic; ,[ALL]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ERBB2,Amplication; Missense; Other; ; ; ,Somatic; ,"[breast, ovarian, other tumour types, NSCLC, gastric]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ERBB3,Missense; Nonsense; ; ; ; ,Somatic; ,"[colon, gastric, head and neck, bladder, skin]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ERBB4,Missense; Nonsense; ; ; ; ,Somatic; Germline,"[melanoma, gastric, NSCLC]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ERC1,Translocation; ; ; ; ; ,Somatic; ,"[papillary thyroid, Spitzoid tumour]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ERCC2,Missense; Nonsense; Frameshift; Splice site; ; ,; Germline,"[]; [skin basal cell, skin squamous cell, melanoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ERCC3,Missense; Splice site; ; ; ; ,; Germline,"[]; [skin basal cell, skin squamous cell, melanoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ERCC4,Missense; Nonsense; Frameshift; ; ; ,; Germline,"[]; [skin basal cell, skin squamous cell, melanoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ERCC5,Missense; Nonsense; Frameshift; ; ; ,; Germline,"[]; [skin basal cell, skin squamous cell, melanoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ERG,Translocation; Amplification; ; ; ; ,Somatic; ,"[Ewing sarcoma, prostate, AML]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ESR1,Missense; ; ; ; ; ,Somatic; ,[breast]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ETNK1,Missense; ; ; ; ; ,Somatic; ,"[aCML, CMML, SM-AHD, HES]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ETV1,Translocation; ; ; ; ; ,Somatic; ,"[Ewing sarcoma, prostate]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ETV4,Translocation; ; ; ; ; ,Somatic; ,"[Ewing sarcoma, prostate carcinoma]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ETV5,Translocation; ; ; ; ; ,Somatic; ,[prostate]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ETV6,Translocation; ; ; ; ; ,Somatic; ,"[congenital fibrosarcoma, multiple different leukaemia and lymphoma tumour types including ALL, secretory breast, MDS]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EWSR1,Translocation; ; ; ; ; ,Somatic; ,"[Ewing sarcoma, desmoplastic small round cell tumour , ALL, clear cell sarcoma, sarcoma, myoepithelioma, mesothelioma]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EXT1,Missense; Nonsense; Frameshift; Splice site; ; ,; Germline,"[]; [exostoses, osteosarcoma]","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EXT2,Missense; Nonsense; Frameshift; Splice site; ; ,; Germline,"[]; [exostoses, osteosarcoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EZH2,Missense; ; ; ; ; ,Somatic; ,[DLBCL]; [],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EZR,Translocation; ; ; ; ; ,Somatic; ,[NSCLC]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FADD,Amplication; ; ; ; ; ,Somatic; Germline,"[breast cancer, HNSCC]; [lymphoma]",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FAM131B,Translocation; ; ; ; ; ,Somatic; ,[pilocytic astrocytoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FAM135B,Missense; ; ; ; ; ,Somatic; ,[SCLC]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FAM47C,Missense; ; ; ; ; ,Somatic; ,"[melanoma, clear cell sarcoma of soft parts, SCLC]; []",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FANCA,Deletion; Missense; Nonsense; Frameshift; Splice site; ,; Germline,"[]; [AML, leukaemia]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FANCC,Deletion; Missense; Nonsense; Frameshift; Splice site; ,; Germline,"[]; [AML, leukaemia]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FANCD2,Deletion; Missense; Nonsense; Frameshift; ; ,; Germline,"[]; [AML, leukaemia]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FANCE,Nonsense; Frameshift; Splice site; ; ; ,; Germline,"[]; [AML, leukaemia]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FANCF,Nonsense; Frameshift; ; ; ; ,; Germline,"[]; [AML, leukaemia]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FANCG,Missense; Nonsense; Frameshift; Splice site; ; ,; Germline,"[]; [AML, leukaemia]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FAS,Missense; ; ; ; ; ,Somatic; ,"[TGCT, nasal NK/T lymphoma, skin squamous cell carcinoma-burn scar related]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FAT1,Missense; Nonsense; Frameshift; Splice site; ; ,Somatic; Germline,"[oral squamous cell, chemorefractory CLL, head and neck, pancreatic acinar cell carcinoma]; [pancreatic]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FAT3,Missense; ; ; ; ; ,Somatic; ,"[SCC, colon adenocarcinoma, gastric adenocarcinoma]; []",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FAT4,Missense; Nonsense; ; ; ; ,Somatic; ,"[lymphoma, pancreatic, head and neck, melanoma, hepatocellular carcinoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FBLN2,Missense; Splice site; ; ; ; ,Somatic; ,"[breast cancer, colorectal adenocarcinoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FBXO11,Missense; Frameshift; Deletion; ; ; ,Somatic; ,[DLBCL]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FBXW7,Missense; Nonsense; Deletion; Frameshift; ; ,Somatic; ,"[colorectal, endometrial, T-ALL]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FCGR2B,Translocation; ; ; ; ; ,Somatic; ,[ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FCRL4,Translocation; ; ; ; ; ,Somatic; ,[B-NHL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FEN1,; ; ; ; ; ,; Germline,[]; [breast cancer],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FES,Missense; Frameshift; ; ; ; ,Somatic; ,"[HNSCC, ovarian carcinoma]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FEV,Translocation; ; ; ; ; ,Somatic; ,[Ewing sarcoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FGFR1,Translocation; ; ; ; ; ,Somatic; ,"[MPN, NHL, salivary adenoma]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FGFR1OP,Translocation; ; ; ; ; ,Somatic; ,"[MPN, NHL]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FGFR2,Missense; ; ; ; ; ,Somatic; ,"[gastric, NSCLC, endometrial]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FGFR3,Missense; Translocation; ; ; ; ,Somatic; ,"[bladder, MM, T-cell lymphoma]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FGFR4,Missense; ; ; ; ; ,Somatic; ,[rhabdomyosarcoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FH,Missense; Nonsense; Frameshift; ; ; ,; Germline,"[]; [leiomyomatosis, renal]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FHIT,Translocation; ; ; ; ; ,Somatic; ,[pleomorphic salivary gland adenoma]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FIP1L1,Translocation; ; ; ; ; ,Somatic; ,[idiopathic hypereosinophilic syndrome]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FKBP9,Missense; ; ; ; ; ,Somatic; ,[glioma]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FLCN,Missense; Nonsense; Frameshift; ; ; ; ,; Germline,"[]; [renal, fibrofolliculomas, trichodiscomas]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FLI1,Translocation; ; ; ; ; ,Somatic; ,[Ewing sarcoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FLNA,Missense; Frameshift; Other; ; ; ,Somatic; ,[phyllodes tumour of the breast]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FLT3,Missense; Other; ; ; ; ,Somatic; ,"[AML, ALL]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FLT4,Amplication; ; ; ; ; ,Somatic; ,[soft tissue sarcoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FNBP1,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FOXA1,Missense; Frameshift; ; ; ; ,Somatic; ,"[breast, prostate]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FOXL2,Missense; ; ; ; ; ,Somatic; ,[granulosa-cell tumour of the ovary]; [],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FOXO1,Translocation; ; ; ; ; ,Somatic; ,[alveolar rhabdomyosarcoma]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FOXO3,Translocation; ; ; ; ; ,Somatic; ,[AL]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FOXO4,Translocation; ; ; ; ; ,Somatic; ,"[AL, soft tissue sarcoma]; []","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FOXP1,Translocation; ; ; ; ; ,Somatic; ,[ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FOXR1,Translocation; ; ; ; ; ,Somatic; ,[neuroblastoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FSTL3,Translocation; ; ; ; ; ,Somatic; ,[B-CLL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FUBP1,Frameshift; Nonsense; ; ; ; ,Somatic; ,[oligodendroglioma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
FUS,Translocation; ; ; ; ; ,Somatic; ,"[liposarcoma, AML, Ewing sarcoma, angiomatoid fibrous histiocytoma, fibromyxoid sarcoma]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GAS7,Translocation; ; ; ; ; ,Somatic; ,[AML*]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GATA1,Missense; Frameshift; ; ; ; ,Somatic; ,[megakaryoblastic leukaemia of Downs syndrome]; [],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GATA2,Missense; ; ; ; ; ,Somatic; ,[AML (CML blast transformation)]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GATA3,Frameshift; Nonsense; Splice site; ; ; ,Somatic; ,[breast]; [],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GLI1,Translocation; Frameshift; ; ; ; ,Somatic; ,"[CRC, oesophagus cancer]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GMPS,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GNA11,Missense; ; ; ; ; ,Somatic; ,"[uveal melanoma, primary central nervous system melanocytic neoplasms]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GNAQ,Missense; ; ; ; ; ,Somatic; ,"[uveal melanoma, primary central nervous system melanocytic neoplasms]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GNAS,Missense; ; ; ; ; ,Somatic; ,"[pituitary adenoma, pancreatic intraductal papillary mucinous neoplasm, fibrous dysplasia]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GOLGA5,Translocation; ; ; ; ; ,Somatic; ,"[papillary thyroid, Spitzoid tumour]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GOLPH3,Amplication; ; ; ; ; ,Somatic; ,"[breast cancer, NSCLC, ovarian cancer]; []",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GOPC,Translocation; ; ; ; ; ,Somatic; ,"[glioblastoma, cholangiocarcinoma, borderline ovarian]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GPC3,Deletion; Missense; Nonsense; Frameshift; Splice site; ,; Germline,[]; [Wilms tumour],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GPC5,Deletion; ; ; ; ; ,Somatic; ,[lung adenocarcinoma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GPHN,Translocation; ; ; ; ; ,Somatic; ,[AL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GRIN2A,Missense; Nonsense; Frameshift; Other; ; ,Somatic; ,"[melanoma, colorectal carcinoma, gastric carcinoma, lung carcinoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
GRM3,Missense; Amplification; ; ; ; ,Somatic; ,"[melanoma, oral SCC]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
H3F3A,Missense; ; ; ; ; ,Somatic; ,[glioma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
H3F3B,Missense; ; ; ; ; ,Somatic; ,[chondroblastoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HERPUD1,Translocation; ; ; ; ; ,Somatic; ,[prostate]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HEY1,Translocation; ; ; ; ; ,Somatic; ,[mesenchymal chondrosarcoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HIF1A,Missense; Frameshift; Nonsense; ; ; ,Somatic; ,"[endometrioid carcinoma, glioblastoma, colorectal, renal, lung, pancreatic]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HIP1,Translocation; ; ; ; ; ,Somatic; ,"[CMML, NSCLC]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HIST1H3B,Missense; ; ; ; ; ,Somatic; ,[glioma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HIST1H4I,Translocation; ; ; ; ; ,Somatic; ,[NHL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HLA-A,Translocation; ; ; ; ; ,Somatic; ,[Spitzoid tumour]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HLF,Translocation; ; ; ; ; ,Somatic; ,[ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HMGA1,Translocation; ; ; ; ; ,Somatic; ,"[microfollicular thyroid adenoma, various benign mesenchymal tumours]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HMGA2,Translocation; ; ; ; ; ,Somatic; ,"[lipoma, leiomyoma, pleomorphic salivary gland adenoma]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HMGN2P46,Translocation; ; ; ; ; ,Somatic; ,[prostate]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HNF1A,Missense; Frameshift; ; ; ; ,Somatic; Germline,"[hepatic adenoma, hepatocellular]; [hepatic adenoma, hepatocellular carcinoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HNRNPA2B1,Translocation; ; ; ; ; ,Somatic; ,[prostate]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HOOK3,Translocation; ; ; ; ; ,Somatic; ,[papillary thyroid]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HOXA11,Translocation; ; ; ; ; ,Somatic; ,[CML]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HOXA13,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HOXA9,Translocation; ; ; ; ; ,Somatic; ,[AML*]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HOXC11,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HOXC13,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HOXD11,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HOXD13,Translocation; ; ; ; ; ,Somatic; ,[AML*]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HRAS,Missense; ; ; ; ; ,Somatic; Germline,"[infrequent sarcomas, rare other tumour types]; [rhabdomyosarcoma, ganglioneuroblastoma, bladder]",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HSP90AA1,Translocation; ; ; ; ; ,Somatic; ,[NHL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
HSP90AB1,Translocation; ; ; ; ; ,Somatic; ,[NHL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ID3,Missense; Nonsense; ; ; ; ,Somatic; ,[Burkitt lymphoma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IDH1,Missense; ; ; ; ; ,Somatic; ,[glioblastoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IDH2,Missense; ; ; ; ; ,Somatic; ,[glioblastoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IGF2BP2,Deletion; ; ; ; ; ,Somatic; ,[lymphoma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IGH,Translocation; ; ; ; ; ,Somatic; ,"[MM, Burkitt lymphoma, NHL, CLL, B-ALL, MALT, MLCLS]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IGK,Translocation; ; ; ; ; ,Somatic; ,"[Burkitt lymphoma, B-NHL]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IGL,Translocation; ; ; ; ; ,Somatic; ,[Burkitt lymphoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IKBKB,Missense; ; ; ; ; ,Somatic; ,[SMZL]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IKZF1,Deletion; Translocation; ; ; ; ,Somatic; ,"[ALL, DLBCL]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IKZF3,Deletion; Missense; Frameshift; Nonsense; Translocation; ,Somatic; ,"[B-ALL, CLL, breast cancer, colorectal cancer]; []","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IL2,Translocation; ; ; ; ; ,Somatic; ,[intestinal T-cell lymphoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IL21R,Translocation; ; ; ; ; ,Somatic; ,[NHL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IL6ST,Other; ; ; ; ; ,Somatic; ,[hepatocellular carcinoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IL7R,Missense; Other; ; ; ; ,Somatic; ,"[ALL, ETP ALL]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IRF4,Translocation; ; ; ; ; ,Somatic; ,[MM]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
IRS4,Missense; Frameshift; Translocation; ; ; ,Somatic; ,"[glioma, rhabdomyosarcoma, melanoma, breast cancer, T-ALL]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ISX,Missense; ; ; ; ; ,Somatic; ,[melanoma]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ITGAV,Frameshift; ; ; ; ; ,Somatic; ,[large intestine carcinoma]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ITK,Translocation; ; ; ; ; ,Somatic; ,[peripheral T-cell lymphoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
JAK1,Missense; ; ; ; ; ,Somatic; ,[ALL]; [],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
JAK2,Translocation; Missense; Other; ; ; ,Somatic; ,"[ALL, AML, MPN,  CML]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
JAK3,Missense; ; ; ; ; ,Somatic; ,"[acute megakaryocytic leukaemia, ETP ALL]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
JAZF1,Translocation; ; ; ; ; ,Somatic; ,[endometrial stromal tumour]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
JUN,Amplication; ; ; ; ; ,Somatic; ,[sarcoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KAT6A,Translocation; Amplification; ; ; ; ,Somatic; ,[AML]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KAT6B,Translocation; ; ; ; ; ,Somatic; ,"[AML, leiomyoma]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KAT7,Missense; ; ; ; ; ,Somatic; ,[CCRCC]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KCNJ5,Missense; ; ; ; ; ,Somatic; ,[adrenal adenoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KDM5A,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KDM5C,Nonsense; Frameshift; Splice site; Missense; ; ,Somatic; ,[clear cell renal carcinoma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KDM6A,Deletion; Nonsense; Frameshift; Splice site; ; ,Somatic; ,"[renal cell carcinoma, bladder carcinoma, oesophageal SCC, MM, medulloblastoma, T-ALL, other tumour types]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KDR,Missense; ; ; ; ; ,Somatic; Germline,"[NSCLC, angiosarcoma]; [melanoma]",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KDSR,Translocation; ; ; ; ; ,Somatic; ,[B-NHL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KEAP1,Missense; Nonsense; Frameshift; ; ; ,Somatic; ,"[NSCLC, breast carcinoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KIAA1549,Translocation; ; ; ; ; ,Somatic; ,[pilocytic astrocytoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KIF5B,Translocation; ; ; ; ; ,Somatic; ,"[NSCLC, Spitzoid tumour]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KIT,Missense; Other; ; ; ; ,Somatic; Germline,"[GIST, AML, TGCT, mastocytosis, mucosal melanoma]; [GIST, epithelioma]",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KLF4,Missense; ; ; ; ; ,Somatic; ,[meningioma]; [],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KLF6,Missense; Nonsense; ; ; ; ,Somatic; ,"[prostate, glioma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KLK2,Translocation; ; ; ; ; ,Somatic; ,[prostate]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KMT2A,Translocation; Other; ; ; ; ,Somatic; ,"[AML, ALL]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KMT2C,Nonsense; ; ; ; ; ,Somatic; ,[medulloblastoma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KMT2D,Nonsense; Frameshift; Missense; ; ; ,Somatic; ,"[medulloblastoma, renal]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
KNL1,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
